order_id,product_id,customer_id,order_date,return_date,product_category,product_price,quantity,return_reason,return_status,days_to_return,payment_method,shipping_method,discount_applied,source
ORD00001775,PROD00001775,USER00001775,2023-03-10,2023-05-13,Clothing,29.45,2,Defective,Returned,64.0,PayPal,Next-Day,5.96,synthetic_returns
ORD00008305,PROD00008305,USER00008305,2023-03-10,,Toys,497.63,5,,Not Returned,,Gift Card,Express,42.06,synthetic_returns
ORD00004447,PROD00004447,USER00004447,2023-03-11,2024-06-12,Home,181.98,3,Defective,Returned,459.0,Debit Card,Standard,11.92,synthetic_returns
ORD00005212,PROD00005212,USER00005212,2023-03-11,2023-07-12,Clothing,290.59,3,Wrong item,Returned,123.0,Credit Card,Standard,10.75,synthetic_returns
ORD00000761,PROD00000761,USER00000761,2023-03-12,2024-01-29,Books,402.9,4,Defective,Returned,323.0,PayPal,Next-Day,36.07,synthetic_returns
ORD00006897,PROD00006897,USER00006897,2023-03-12,,Home,17.64,1,,Not Returned,,Gift Card,Standard,4.15,synthetic_returns
ORD00005828,PROD00005828,USER00005828,2023-03-13,,Clothing,244.5,1,,Not Returned,,Credit Card,Express,8.27,synthetic_returns
ORD00009340,PROD00009340,USER00009340,2023-03-13,,Toys,156.97,3,,Not Returned,,Credit Card,Next-Day,16.41,synthetic_returns
ORD00001112,PROD00001112,USER00001112,2023-03-14,2023-10-29,Books,251.98,3,Not as described,Returned,229.0,Gift Card,Next-Day,32.89,synthetic_returns
ORD00006543,PROD00006543,USER00006543,2023-03-14,2024-10-13,Books,413.93,1,Changed mind,Returned,579.0,Credit Card,Express,48.9,synthetic_returns
ORD00007888,PROD00007888,USER00007888,2023-03-14,,Books,291.26,2,,Not Returned,,Gift Card,Next-Day,10.05,synthetic_returns
ORD00006108,PROD00006108,USER00006108,2023-03-15,,Toys,407.8,1,,Not Returned,,Gift Card,Standard,39.14,synthetic_returns
ORD00009947,PROD00009947,USER00009947,2023-03-15,2024-02-29,Clothing,173.72,1,Wrong item,Returned,351.0,Debit Card,Next-Day,0.41,synthetic_returns
ORD00000335,PROD00000335,USER00000335,2023-03-16,2024-09-06,Clothing,45.39,5,Defective,Returned,540.0,Gift Card,Express,7.2,synthetic_returns
ORD00004929,PROD00004929,USER00004929,2023-03-16,2023-01-06,Toys,209.82,1,Not as described,Returned,-69.0,Debit Card,Standard,11.89,synthetic_returns
ORD00002045,PROD00002045,USER00002045,2023-03-17,,Home,85.87,3,,Not Returned,,Credit Card,Next-Day,36.96,synthetic_returns
ORD00004797,PROD00004797,USER00004797,2023-03-17,2024-03-16,Toys,428.97,3,Defective,Returned,365.0,Debit Card,Standard,41.54,synthetic_returns
ORD00000828,PROD00000828,USER00000828,2023-03-18,2024-01-28,Toys,292.97,5,Not as described,Returned,316.0,Gift Card,Next-Day,10.13,synthetic_returns
ORD00009123,PROD00009123,USER00009123,2023-03-18,2023-06-11,Home,496.9,4,Defective,Returned,85.0,Credit Card,Standard,14.59,synthetic_returns
ORD00003608,PROD00003608,USER00003608,2023-03-19,,Clothing,390.59,4,,Not Returned,,Credit Card,Next-Day,32.91,synthetic_returns
ORD00007744,PROD00007744,USER00007744,2023-03-19,2023-05-15,Home,272.77,4,Changed mind,Returned,57.0,Gift Card,Next-Day,9.5,synthetic_returns
ORD00009100,PROD00009100,USER00009100,2023-03-19,2023-03-08,Electronics,462.51,4,Wrong item,Returned,-11.0,PayPal,Next-Day,49.34,synthetic_returns
ORD00002344,PROD00002344,USER00002344,2023-03-20,2023-12-01,Home,481.75,1,Not as described,Returned,256.0,Credit Card,Express,8.22,synthetic_returns
ORD00002458,PROD00002458,USER00002458,2023-03-20,,Clothing,352.85,3,,Not Returned,,Gift Card,Express,22.85,synthetic_returns
ORD00004947,PROD00004947,USER00004947,2023-03-20,2023-07-11,Home,185.97,2,Not as described,Returned,113.0,PayPal,Express,18.1,synthetic_returns
ORD00007529,PROD00007529,USER00007529,2023-03-20,2023-11-05,Toys,315.08,4,Defective,Returned,230.0,Credit Card,Next-Day,30.16,synthetic_returns
ORD00001880,PROD00001880,USER00001880,2023-03-21,2023-02-28,Clothing,119.94,1,Not as described,Returned,-21.0,Credit Card,Next-Day,37.03,synthetic_returns
ORD00007396,PROD00007396,USER00007396,2023-03-21,2024-11-13,Toys,470.79,1,Wrong item,Returned,603.0,Credit Card,Next-Day,6.65,synthetic_returns
ORD00006350,PROD00006350,USER00006350,2023-03-22,2023-01-26,Toys,417.74,4,Changed mind,Returned,-55.0,Debit Card,Standard,9.33,synthetic_returns
ORD00002168,PROD00002168,USER00002168,2023-03-23,2023-05-12,Clothing,340.89,1,Changed mind,Returned,50.0,Debit Card,Express,9.64,synthetic_returns
ORD00004539,PROD00004539,USER00004539,2023-03-23,2023-11-09,Home,132.12,1,Defective,Returned,231.0,Debit Card,Next-Day,6.22,synthetic_returns
ORD00001623,PROD00001623,USER00001623,2023-03-24,,Home,42.33,1,,Not Returned,,Debit Card,Next-Day,37.64,synthetic_returns
ORD00000263,PROD00000263,USER00000263,2023-03-25,2024-04-11,Books,365.3,4,Defective,Returned,383.0,Debit Card,Standard,25.2,synthetic_returns
ORD00000965,PROD00000965,USER00000965,2023-03-25,2024-10-15,Books,60.24,3,Not as described,Returned,570.0,Credit Card,Next-Day,17.63,synthetic_returns
ORD00002020,PROD00002020,USER00002020,2023-03-25,2023-11-22,Clothing,92.97,3,Defective,Returned,242.0,Gift Card,Express,28.95,synthetic_returns
ORD00004321,PROD00004321,USER00004321,2023-03-25,2024-09-02,Toys,201.11,5,Not as described,Returned,527.0,PayPal,Next-Day,18.53,synthetic_returns
ORD00006291,PROD00006291,USER00006291,2023-03-25,2024-02-15,Home,277.94,4,Not as described,Returned,327.0,Debit Card,Standard,11.37,synthetic_returns
ORD00007434,PROD00007434,USER00007434,2023-03-25,2023-08-26,Books,24.59,3,Defective,Returned,154.0,PayPal,Express,21.53,synthetic_returns
ORD00008999,PROD00008999,USER00008999,2023-03-25,2023-06-08,Books,441.33,4,Changed mind,Returned,75.0,Credit Card,Next-Day,49.97,synthetic_returns
ORD00001558,PROD00001558,USER00001558,2023-03-26,2023-07-31,Home,380.57,5,Wrong item,Returned,127.0,Gift Card,Standard,17.74,synthetic_returns
ORD00002945,PROD00002945,USER00002945,2023-03-26,2024-09-18,Home,96.72,2,Not as described,Returned,542.0,PayPal,Next-Day,46.91,synthetic_returns
ORD00000563,PROD00000563,USER00000563,2023-03-27,,Toys,187.66,3,,Not Returned,,Gift Card,Next-Day,24.75,synthetic_returns
ORD00005421,PROD00005421,USER00005421,2023-03-27,2023-08-09,Books,312.14,3,Not as described,Returned,135.0,Credit Card,Next-Day,22.7,synthetic_returns
ORD00009508,PROD00009508,USER00009508,2023-03-28,2024-07-19,Clothing,352.69,3,Wrong item,Returned,479.0,Credit Card,Standard,40.84,synthetic_returns
ORD00004398,PROD00004398,USER00004398,2023-03-29,,Home,81.1,5,,Not Returned,,Gift Card,Next-Day,2.69,synthetic_returns
ORD00008729,PROD00008729,USER00008729,2023-03-30,,Books,434.64,3,,Not Returned,,Credit Card,Express,31.26,synthetic_returns
ORD00002316,PROD00002316,USER00002316,2023-03-31,,Home,190.21,5,,Not Returned,,Gift Card,Next-Day,17.23,synthetic_returns
ORD00004438,PROD00004438,USER00004438,2023-03-31,,Electronics,417.76,2,,Not Returned,,PayPal,Express,12.58,synthetic_returns
ORD00007743,PROD00007743,USER00007743,2023-03-31,2023-11-20,Electronics,467.73,5,Not as described,Returned,234.0,Debit Card,Standard,13.53,synthetic_returns
ORD00008663,PROD00008663,USER00008663,2023-03-31,2024-01-13,Electronics,352.72,4,Defective,Returned,288.0,Gift Card,Next-Day,45.99,synthetic_returns
ORD00003317,PROD00003317,USER00003317,2023-04-01,,Clothing,384.2,3,,Not Returned,,Debit Card,Next-Day,16.75,synthetic_returns
ORD00003351,PROD00003351,USER00003351,2023-04-01,,Clothing,340.52,1,,Not Returned,,Credit Card,Standard,12.02,synthetic_returns
ORD00000080,PROD00000080,USER00000080,2023-04-02,,Electronics,44.48,1,,Not Returned,,Debit Card,Express,27.66,synthetic_returns
ORD00000509,PROD00000509,USER00000509,2023-04-02,,Books,78.11,5,,Not Returned,,PayPal,Standard,46.28,synthetic_returns
ORD00005447,PROD00005447,USER00005447,2023-04-02,2023-02-15,Books,217.61,2,Wrong item,Returned,-46.0,PayPal,Express,44.43,synthetic_returns
ORD00006871,PROD00006871,USER00006871,2023-04-02,2024-12-19,Home,167.06,5,Defective,Returned,627.0,Gift Card,Next-Day,23.5,synthetic_returns
ORD00000333,PROD00000333,USER00000333,2023-04-03,,Books,109.47,3,,Not Returned,,PayPal,Express,19.17,synthetic_returns
ORD00002483,PROD00002483,USER00002483,2023-04-03,,Toys,492.66,3,,Not Returned,,PayPal,Next-Day,49.67,synthetic_returns
ORD00009189,PROD00009189,USER00009189,2023-04-03,2024-09-16,Books,331.32,2,Defective,Returned,532.0,PayPal,Express,37.5,synthetic_returns
ORD00002770,PROD00002770,USER00002770,2023-04-04,,Clothing,82.32,1,,Not Returned,,Debit Card,Express,28.19,synthetic_returns
ORD00006599,PROD00006599,USER00006599,2023-04-04,2023-08-06,Electronics,39.22,2,Changed mind,Returned,124.0,Gift Card,Express,22.56,synthetic_returns
ORD00009731,PROD00009731,USER00009731,2023-04-04,,Home,54.62,2,,Not Returned,,Gift Card,Next-Day,8.77,synthetic_returns
ORD00000511,PROD00000511,USER00000511,2023-04-06,,Electronics,315.92,5,,Not Returned,,Gift Card,Standard,48.67,synthetic_returns
ORD00006746,PROD00006746,USER00006746,2023-04-06,,Books,358.18,5,,Not Returned,,Credit Card,Standard,8.85,synthetic_returns
ORD00000510,PROD00000510,USER00000510,2023-04-07,2023-07-19,Home,346.91,4,Changed mind,Returned,103.0,Gift Card,Standard,14.64,synthetic_returns
ORD00000696,PROD00000696,USER00000696,2023-04-07,,Home,139.38,2,,Not Returned,,Credit Card,Express,37.57,synthetic_returns
ORD00000724,PROD00000724,USER00000724,2023-04-07,,Toys,257.46,2,,Not Returned,,Credit Card,Standard,38.5,synthetic_returns
ORD00000858,PROD00000858,USER00000858,2023-04-07,,Electronics,105.02,4,,Not Returned,,Credit Card,Next-Day,5.95,synthetic_returns
ORD00001295,PROD00001295,USER00001295,2023-04-07,2023-11-25,Electronics,499.66,5,Not as described,Returned,232.0,Gift Card,Standard,40.42,synthetic_returns
ORD00004202,PROD00004202,USER00004202,2023-04-07,2023-05-27,Books,87.46,1,Not as described,Returned,50.0,Gift Card,Next-Day,41.16,synthetic_returns
ORD00004695,PROD00004695,USER00004695,2023-04-07,,Clothing,400.83,3,,Not Returned,,Debit Card,Next-Day,36.09,synthetic_returns
ORD00005824,PROD00005824,USER00005824,2023-04-07,,Clothing,432.33,3,,Not Returned,,PayPal,Next-Day,19.64,synthetic_returns
ORD00005794,PROD00005794,USER00005794,2023-04-08,,Books,452.68,4,,Not Returned,,PayPal,Express,44.8,synthetic_returns
ORD00008946,PROD00008946,USER00008946,2023-04-08,2023-02-10,Electronics,421.85,1,Changed mind,Returned,-57.0,Gift Card,Standard,15.68,synthetic_returns
ORD00002288,PROD00002288,USER00002288,2023-04-09,2024-02-22,Home,173.32,4,Changed mind,Returned,319.0,Gift Card,Standard,33.52,synthetic_returns
ORD00005822,PROD00005822,USER00005822,2023-04-09,,Home,234.34,5,,Not Returned,,Credit Card,Standard,1.5,synthetic_returns
ORD00005998,PROD00005998,USER00005998,2023-04-09,,Home,88.92,1,,Not Returned,,Credit Card,Express,26.89,synthetic_returns
ORD00006163,PROD00006163,USER00006163,2023-04-09,,Home,5.64,2,,Not Returned,,Credit Card,Express,16.61,synthetic_returns
ORD00001496,PROD00001496,USER00001496,2023-04-10,,Clothing,174.43,3,,Not Returned,,Credit Card,Express,23.79,synthetic_returns
ORD00004217,PROD00004217,USER00004217,2023-04-10,,Electronics,284.96,4,,Not Returned,,Debit Card,Express,8.12,synthetic_returns
ORD00006561,PROD00006561,USER00006561,2023-04-10,2023-02-21,Electronics,375.35,5,Defective,Returned,-48.0,Credit Card,Standard,4.62,synthetic_returns
ORD00002602,PROD00002602,USER00002602,2023-04-11,,Toys,49.21,5,,Not Returned,,PayPal,Express,24.44,synthetic_returns
ORD00003070,PROD00003070,USER00003070,2023-04-11,,Toys,328.41,4,,Not Returned,,Gift Card,Express,3.85,synthetic_returns
ORD00003396,PROD00003396,USER00003396,2023-04-11,2024-04-24,Books,297.98,1,Defective,Returned,379.0,PayPal,Next-Day,19.71,synthetic_returns
ORD00006753,PROD00006753,USER00006753,2023-04-11,,Home,8.53,4,,Not Returned,,Credit Card,Next-Day,43.95,synthetic_returns
ORD00008138,PROD00008138,USER00008138,2023-04-11,,Clothing,18.98,5,,Not Returned,,PayPal,Next-Day,14.33,synthetic_returns
ORD00008990,PROD00008990,USER00008990,2023-04-11,,Books,94.6,1,,Not Returned,,Debit Card,Standard,10.9,synthetic_returns
ORD00002922,PROD00002922,USER00002922,2023-04-12,,Electronics,58.55,5,,Not Returned,,Gift Card,Express,28.19,synthetic_returns
ORD00006481,PROD00006481,USER00006481,2023-04-12,2024-09-24,Clothing,113.92,4,Changed mind,Returned,531.0,Credit Card,Next-Day,33.3,synthetic_returns
ORD00007548,PROD00007548,USER00007548,2023-04-12,,Books,210.79,4,,Not Returned,,Gift Card,Standard,15.65,synthetic_returns
ORD00007931,PROD00007931,USER00007931,2023-04-12,2024-02-25,Electronics,473.83,1,Defective,Returned,319.0,PayPal,Next-Day,40.12,synthetic_returns
ORD00000119,PROD00000119,USER00000119,2023-04-13,,Clothing,468.62,2,,Not Returned,,Gift Card,Next-Day,46.77,synthetic_returns
ORD00002127,PROD00002127,USER00002127,2023-04-13,2023-11-28,Toys,418.07,5,Changed mind,Returned,229.0,Credit Card,Standard,21.13,synthetic_returns
ORD00006641,PROD00006641,USER00006641,2023-04-13,2024-09-24,Clothing,30.59,1,Changed mind,Returned,530.0,Gift Card,Standard,49.47,synthetic_returns
ORD00008612,PROD00008612,USER00008612,2023-04-13,2023-04-03,Toys,251.18,5,Defective,Returned,-10.0,PayPal,Next-Day,46.49,synthetic_returns
ORD00009689,PROD00009689,USER00009689,2023-04-13,2024-07-22,Clothing,206.65,1,Wrong item,Returned,466.0,Debit Card,Express,24.61,synthetic_returns
ORD00000233,PROD00000233,USER00000233,2023-04-14,,Books,427.1,4,,Not Returned,,Debit Card,Express,8.08,synthetic_returns
ORD00006088,PROD00006088,USER00006088,2023-04-14,2023-05-27,Clothing,325.77,5,Not as described,Returned,43.0,Debit Card,Next-Day,23.61,synthetic_returns
ORD00001145,PROD00001145,USER00001145,2023-04-15,2024-10-01,Clothing,437.0,2,Wrong item,Returned,535.0,Gift Card,Express,1.63,synthetic_returns
ORD00007644,PROD00007644,USER00007644,2023-04-15,2023-05-01,Electronics,14.58,4,Wrong item,Returned,16.0,Gift Card,Standard,19.23,synthetic_returns
ORD00004191,PROD00004191,USER00004191,2023-04-16,,Books,17.41,4,,Not Returned,,Credit Card,Next-Day,20.68,synthetic_returns
ORD00009203,PROD00009203,USER00009203,2023-04-16,,Books,444.77,2,,Not Returned,,PayPal,Next-Day,36.32,synthetic_returns
ORD00000543,PROD00000543,USER00000543,2023-04-17,2023-12-21,Books,126.77,2,Defective,Returned,248.0,Credit Card,Express,38.59,synthetic_returns
ORD00000743,PROD00000743,USER00000743,2023-04-18,2024-11-02,Home,36.7,1,Not as described,Returned,564.0,Gift Card,Next-Day,19.43,synthetic_returns
ORD00003647,PROD00003647,USER00003647,2023-04-18,,Home,10.73,1,,Not Returned,,Debit Card,Standard,31.17,synthetic_returns
ORD00003787,PROD00003787,USER00003787,2023-04-18,,Books,109.3,2,,Not Returned,,PayPal,Standard,36.25,synthetic_returns
ORD00005700,PROD00005700,USER00005700,2023-04-18,,Books,353.91,5,,Not Returned,,Gift Card,Standard,23.87,synthetic_returns
ORD00007565,PROD00007565,USER00007565,2023-04-18,,Electronics,342.47,2,,Not Returned,,PayPal,Standard,38.81,synthetic_returns
ORD00008503,PROD00008503,USER00008503,2023-04-18,,Home,266.2,3,,Not Returned,,Credit Card,Next-Day,37.24,synthetic_returns
ORD00000221,PROD00000221,USER00000221,2023-04-19,2023-12-03,Toys,144.86,4,Changed mind,Returned,228.0,Debit Card,Next-Day,7.51,synthetic_returns
ORD00000879,PROD00000879,USER00000879,2023-04-19,,Home,384.37,1,,Not Returned,,Gift Card,Standard,3.4,synthetic_returns
ORD00007749,PROD00007749,USER00007749,2023-04-20,,Electronics,425.72,3,,Not Returned,,Gift Card,Standard,48.44,synthetic_returns
ORD00002955,PROD00002955,USER00002955,2023-04-21,,Electronics,283.21,5,,Not Returned,,PayPal,Next-Day,37.05,synthetic_returns
ORD00003375,PROD00003375,USER00003375,2023-04-21,2023-01-15,Electronics,36.05,2,Changed mind,Returned,-96.0,Gift Card,Express,34.91,synthetic_returns
ORD00006473,PROD00006473,USER00006473,2023-04-21,2024-03-11,Toys,281.89,2,Wrong item,Returned,325.0,Gift Card,Standard,37.85,synthetic_returns
ORD00009785,PROD00009785,USER00009785,2023-04-21,2023-12-26,Home,463.96,2,Defective,Returned,249.0,PayPal,Express,8.77,synthetic_returns
ORD00004381,PROD00004381,USER00004381,2023-04-22,,Electronics,297.87,1,,Not Returned,,Gift Card,Standard,1.23,synthetic_returns
ORD00004890,PROD00004890,USER00004890,2023-04-22,,Clothing,98.74,2,,Not Returned,,Gift Card,Standard,3.51,synthetic_returns
ORD00005279,PROD00005279,USER00005279,2023-04-23,,Home,235.37,5,,Not Returned,,Credit Card,Next-Day,2.02,synthetic_returns
ORD00008850,PROD00008850,USER00008850,2023-04-23,,Books,329.03,5,,Not Returned,,Credit Card,Standard,2.59,synthetic_returns
ORD00009476,PROD00009476,USER00009476,2023-04-23,2023-05-15,Electronics,109.35,2,Changed mind,Returned,22.0,PayPal,Next-Day,48.88,synthetic_returns
ORD00004341,PROD00004341,USER00004341,2023-04-24,,Clothing,109.09,1,,Not Returned,,Gift Card,Standard,7.32,synthetic_returns
ORD00004978,PROD00004978,USER00004978,2023-04-24,,Home,109.15,5,,Not Returned,,Debit Card,Express,31.37,synthetic_returns
ORD00008720,PROD00008720,USER00008720,2023-04-24,2024-10-07,Electronics,391.68,3,Changed mind,Returned,532.0,Debit Card,Express,26.37,synthetic_returns
ORD00008930,PROD00008930,USER00008930,2023-04-24,2024-10-18,Books,171.48,1,Wrong item,Returned,543.0,Credit Card,Standard,21.86,synthetic_returns
ORD00002210,PROD00002210,USER00002210,2023-04-25,,Books,145.27,3,,Not Returned,,Debit Card,Express,16.58,synthetic_returns
ORD00004740,PROD00004740,USER00004740,2023-04-25,,Home,55.52,1,,Not Returned,,Debit Card,Express,48.9,synthetic_returns
ORD00006962,PROD00006962,USER00006962,2023-04-25,2024-09-24,Books,438.44,3,Not as described,Returned,518.0,PayPal,Express,42.79,synthetic_returns
ORD00007894,PROD00007894,USER00007894,2023-04-25,2023-05-13,Toys,200.81,3,Defective,Returned,18.0,Gift Card,Standard,13.77,synthetic_returns
ORD00006650,PROD00006650,USER00006650,2023-04-26,2024-08-31,Clothing,421.61,1,Wrong item,Returned,493.0,Gift Card,Next-Day,33.65,synthetic_returns
ORD00009862,PROD00009862,USER00009862,2023-04-26,,Toys,234.62,4,,Not Returned,,Credit Card,Next-Day,30.46,synthetic_returns
ORD00000958,PROD00000958,USER00000958,2023-04-27,2023-01-07,Toys,191.49,2,Not as described,Returned,-110.0,Gift Card,Next-Day,37.26,synthetic_returns
ORD00003934,PROD00003934,USER00003934,2023-04-27,,Toys,444.13,5,,Not Returned,,Credit Card,Standard,48.48,synthetic_returns
ORD00004140,PROD00004140,USER00004140,2023-04-27,,Toys,460.44,4,,Not Returned,,PayPal,Next-Day,43.27,synthetic_returns
ORD00006440,PROD00006440,USER00006440,2023-04-27,,Electronics,150.89,3,,Not Returned,,PayPal,Next-Day,40.86,synthetic_returns
ORD00007371,PROD00007371,USER00007371,2023-04-27,2023-09-25,Toys,370.49,3,Not as described,Returned,151.0,Gift Card,Standard,24.44,synthetic_returns
ORD00007498,PROD00007498,USER00007498,2023-04-27,,Clothing,240.27,4,,Not Returned,,Gift Card,Standard,18.26,synthetic_returns
ORD00008440,PROD00008440,USER00008440,2023-04-27,,Electronics,283.46,4,,Not Returned,,Debit Card,Next-Day,28.05,synthetic_returns
ORD00009308,PROD00009308,USER00009308,2023-04-27,,Clothing,446.22,4,,Not Returned,,Gift Card,Express,22.29,synthetic_returns
ORD00000637,PROD00000637,USER00000637,2023-04-28,,Home,14.86,2,,Not Returned,,Gift Card,Express,22.43,synthetic_returns
ORD00003948,PROD00003948,USER00003948,2023-04-28,,Toys,497.84,1,,Not Returned,,Debit Card,Standard,47.82,synthetic_returns
ORD00007880,PROD00007880,USER00007880,2023-04-28,,Home,52.67,4,,Not Returned,,PayPal,Next-Day,21.7,synthetic_returns
ORD00008107,PROD00008107,USER00008107,2023-04-28,2024-02-13,Clothing,165.64,1,Changed mind,Returned,291.0,Gift Card,Standard,10.44,synthetic_returns
ORD00004568,PROD00004568,USER00004568,2023-04-29,,Electronics,423.36,3,,Not Returned,,PayPal,Express,45.25,synthetic_returns
ORD00004896,PROD00004896,USER00004896,2023-04-29,2024-02-12,Toys,149.31,5,Wrong item,Returned,289.0,Gift Card,Next-Day,18.05,synthetic_returns
ORD00007465,PROD00007465,USER00007465,2023-04-29,,Electronics,70.57,3,,Not Returned,,Debit Card,Express,31.9,synthetic_returns
